id,name,image_link,product_link,website_link,product_api_url,api_featured_image
462,Physicians Formula Nude Wear Touch of Glow Palette in Light,"https://d3t32hsnjxo7q6.cloudfront.net/i/490e2f5a880ab9d39c44876a0ea89f44_ra,w158,h184_pa,w158,h184.jpg",https://well.ca/products/physicians-formula-nude-wear-touch_102684.html?cat=328,https://well.ca,http://makeup-api.herokuapp.com/api/v1/products/462.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/462/original/open-uri20171223-4-4rpirw?1514063330
461,Dr. Hauschka Rouge Powder ,"https://d3t32hsnjxo7q6.cloudfront.net/i/1bc9b62be0eb02ff7d07c2619dee18d1_ra,w158,h184_pa,w158,h184.jpg",https://well.ca/products/dr-hauschka-rouge-powder_34480.html?cat=328,https://well.ca,http://makeup-api.herokuapp.com/api/v1/products/461.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/461/original/data?1514063327
460,Cargo Cosmetics Swimmables Water Resistant Blush,"https://d3t32hsnjxo7q6.cloudfront.net/i/0909a58a190eceee8bd042d9fc80b047_ra,w158,h184_pa,w158,h184.jpg",https://well.ca/products/cargo-cosmetics-swimmables-water_87611.html,https://well.ca,http://makeup-api.herokuapp.com/api/v1/products/460.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/460/original/data?1514063326
459,Mineral Fusion Blush,"https://d3t32hsnjxo7q6.cloudfront.net/i/f1c6dea6717aeaa8796a5f62992d8979_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/mineral-fusion-blush_91619.html,https://well.ca,http://makeup-api.herokuapp.com/api/v1/products/459.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/459/original/data?1514063321
458,CoverGirl Clean Glow Blush ,"https://d3t32hsnjxo7q6.cloudfront.net/i/bb0b0c2057205b8e39823c5c7fc6af45_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/covergirl-clean-glow-blush_78621.html,https://well.ca,http://makeup-api.herokuapp.com/api/v1/products/458.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/458/original/data?1514063320
457,CoverGirl Clean Glow Blush,"https://d3t32hsnjxo7q6.cloudfront.net/i/48492123aba0c6d096945d57a070361d_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/covergirl-clean-glow-blush_78620.html,https://well.ca,http://makeup-api.herokuapp.com/api/v1/products/457.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/457/original/data?1514062293
456,Physicians Formula Nude Wear Glowing Nude Blush,"https://d3t32hsnjxo7q6.cloudfront.net/i/8df6f68abe9f6bf47546254706f54e37_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/physicians-formula-nude-wear-glowing_90087.html,https://well.ca,http://makeup-api.herokuapp.com/api/v1/products/456.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/456/original/open-uri20171223-4-c79x3p?1514062292
455,CoverGirl Cheekers Blush ,"https://d3t32hsnjxo7q6.cloudfront.net/i/d095a226cf2698dba1eba4c6e2ce9896_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/covergirl-cheekers-blush_74131.html,https://well.ca,http://makeup-api.herokuapp.com/api/v1/products/455.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/455/original/data?1514062281
454,e.l.f. Studio Blush Palette Dark,"https://d3t32hsnjxo7q6.cloudfront.net/i/73da123512d4ca1f2aebf5149e065d86_ra,w158,h184_pa,w158,h184.jpg",https://well.ca/products/elf-studio-blush-palette-dark_99359.html,https://well.ca,http://makeup-api.herokuapp.com/api/v1/products/454.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/454/original/data?1514062281
453,Revlon Powder Blush ,"https://d3t32hsnjxo7q6.cloudfront.net/i/dd6ee943412a416ecfe9e4a1b2bed107_ra,w158,h184_pa,w158,h184.jpg",https://well.ca/products/revlon-powder-blush_100975.html,https://well.ca,http://makeup-api.herokuapp.com/api/v1/products/453.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/453/original/data?1514062280
452,Maybelline Face Studio Master Hi-Light Light Booster Blush ,"https://d3t32hsnjxo7q6.cloudfront.net/i/e8c59b78ebeaec5c4b6aeba49a9ff0f6_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-face-studio-master_88836.html,https://well.ca,http://makeup-api.herokuapp.com/api/v1/products/452.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/452/original/open-uri20171223-4-1pmofky?1514062277
