product_id,product_name,colour_name,hex_value
896,Hydra Touch Powder Foundation,Buff Beige,#EEC3A3
896,Hydra Touch Powder Foundation,Tan,#EDB697
896,Hydra Touch Powder Foundation,Soft Tan,#E9B897
896,Hydra Touch Powder Foundation,Golden Beige,#E6B887
896,Hydra Touch Powder Foundation,Golden,#EDB38B
896,Hydra Touch Powder Foundation,Warm Beige,#EBB996
896,Hydra Touch Powder Foundation,Fawn,#F2AD84
896,Hydra Touch Powder Foundation,Amber,#EBAC81
896,Hydra Touch Powder Foundation,Deep Honey,#DEA675
896,Hydra Touch Powder Foundation,Honey,#EAAD7E
896,Hydra Touch Powder Foundation,Caramel,#E19865
896,Hydra Touch Powder Foundation,Sable,#C98860
896,Hydra Touch Powder Foundation,Nutmeg,#C88165
896,Hydra Touch Powder Foundation,Cocoa,#B6846B
896,Hydra Touch Powder Foundation,Deep Espresso,#AB725F
896,Hydra Touch Powder Foundation,Ivory,#E8CCB1
895,Pro Foundation Mixer,White,#FBFBFD
895,Pro Foundation Mixer,Opalescent,#FBF4EA
895,Pro Foundation Mixer,Luminous,#F1CFB6
895,Pro Foundation Mixer,Warmth,#B7683F
895,Pro Foundation Mixer,Olive,#B58867
895,Pro Foundation Mixer,Deep,#6B4F3A
894,Total Control Drop Foundation,Pale,#F5DBC0
894,Total Control Drop Foundation,Alabaster,#EBCCB0
894,Total Control Drop Foundation,Porcelain,#E2C2A9
894,Total Control Drop Foundation,Light Ivory,#EEC5A9
894,Total Control Drop Foundation,Light,#E7BDA7
894,Total Control Drop Foundation,Vanilla,#E6C1A4
894,Total Control Drop Foundation,Nude,#C7A987
894,Total Control Drop Foundation,Natural,#DEB08C
894,Total Control Drop Foundation,Soft Beige,#C69A7D
894,Total Control Drop Foundation,True Beige,#DCB083
894,Total Control Drop Foundation,Medium Olive,#D1A683
894,Total Control Drop Foundation,Buff,#CBA07D
894,Total Control Drop Foundation,Beige,#C89F73
894,Total Control Drop Foundation,Classic Tan,#C6956A
894,Total Control Drop Foundation,Camel,#BB8E71
894,Total Control Drop Foundation,Golden,#C59263
894,Total Control Drop Foundation,Golden Honey,#BD8856
894,Total Control Drop Foundation,Caramel,#BE8D55
894,Total Control Drop Foundation,Cinnamon,#B28566
894,Total Control Drop Foundation,Mahogany,#B17B4D
894,Total Control Drop Foundation,Nutmeg,#A37A5A
894,Total Control Drop Foundation,Cappuccino,#A97647
894,Total Control Drop Foundation,Sienna,#9C7151
894,Total Control Drop Foundation,Deep Sable,#9D6E40
894,Total Control Drop Foundation,Mocha,#96663E
894,Total Control Drop Foundation,Deep Rich,#935F38
894,Total Control Drop Foundation,Cocoa,#895837
894,Total Control Drop Foundation,Deep Cool,#915732
894,Total Control Drop Foundation,Chestnut,#7F4D2C
894,Total Control Drop Foundation,Deep Espresso,#6F4326
893,#LOTD Lip Of The Day Liquid Lip Liner,Sunlit,#E1B44E
893,#LOTD Lip Of The Day Liquid Lip Liner,Gem,#D28F69
893,#LOTD Lip Of The Day Liquid Lip Liner,Hex,#AC5F28
893,#LOTD Lip Of The Day Liquid Lip Liner,Heatwave,#8F1C11
893,#LOTD Lip Of The Day Liquid Lip Liner,Taboo,#5D2E94
893,#LOTD Lip Of The Day Liquid Lip Liner,Kinetic,#7388AD
893,#LOTD Lip Of The Day Liquid Lip Liner,Magnetic,#A5A8B0
893,#LOTD Lip Of The Day Liquid Lip Liner,Enchanted,#6B8F78
893,#LOTD Lip Of The Day Liquid Lip Liner,Python,#B19E5D
893,#LOTD Lip Of The Day Liquid Lip Liner,Cherished,#C38181
892,Slide On Lip Pencil,Timid,#F5AFB1
892,Slide On Lip Pencil,Rosey Sunset,#EC687D
892,Slide On Lip Pencil,Sweet Pink,#E9688F
892,Slide On Lip Pencil,Disco Rage,#E05B90
892,Slide On Lip Pencil,Fluorescent,#E06291
892,Slide On Lip Pencil,Cheeky,#BF727A
892,Slide On Lip Pencil,Bedrose,#BF807B
892,Slide On Lip Pencil,Alluring,#B67772
892,Slide On Lip Pencil,High Standards,#BD6D70
892,Slide On Lip Pencil,Knock Em Red,#C74454
892,Slide On Lip Pencil,Red Tape,#C24155
892,Slide On Lip Pencil,Brick House,#8B4543
892,Slide On Lip Pencil,Dark Soul,#714947
892,Slide On Lip Pencil,Pink Canteloupe,#F6B1A2
892,Slide On Lip Pencil,Crushed,#E1787F
892,Slide On Lip Pencil,Summer Tease,#E06263
892,Slide On Lip Pencil,Revolution,#1F725E
892,Slide On Lip Pencil,Live In Pastel,#B0A2D5
892,Slide On Lip Pencil,Brazen,#954C91
892,Slide On Lip Pencil,Revamp,#6E446C
892,Slide On Lip Pencil,Nebula,#674651
892,Slide On Lip Pencil,Staged,#E9A59C
892,Slide On Lip Pencil,Nude Suede Shoes,#BA857D
892,Slide On Lip Pencil,Sugar Glass,#B48979
892,Slide On Lip Pencil,Beyond Nude,#AD796C
892,Slide On Lip Pencil,Need Me,#AB7D70
892,Slide On Lip Pencil,Intimidate,#A37568
892,Slide On Lip Pencil,Urban Café,#745038
891,Retractable Lip Liner,Pinky Beige,#E17F7C
891,Retractable Lip Liner,Soft Pink,#D86B7E
891,Retractable Lip Liner,Peony,#E67D84
891,Retractable Lip Liner,Pretty In Pink,#D45F65
891,Retractable Lip Liner,Nectar,#C4686B
891,Retractable Lip Liner,Nude Pink,#BE595F
891,Retractable Lip Liner,Jewel,#AC4A4B
891,Retractable Lip Liner,Hot Pink,#C1386C
891,Retractable Lip Liner,Plum,#77182E
891,Retractable Lip Liner,Dark Red,#7E101D
891,Retractable Lip Liner,Sienna,#964436
891,Retractable Lip Liner,Red,#A81F27
891,Retractable Lip Liner,Ruby,#D11E21
891,Retractable Lip Liner,Vanilla Sky,#A96D51
891,Retractable Lip Liner,Natural,#A16644
891,Retractable Lip Liner,Nude,#A36348
891,Retractable Lip Liner,Sand Beige,#90583D
891,Retractable Lip Liner,Cocoa,#713E2B
891,Retractable Lip Liner,Black Lips,gray14
890,Suede Matte Lip Liner,Tea & Cookies,#C66B70
890,Suede Matte Lip Liner,Cannes,#A54F52
890,Suede Matte Lip Liner,Whipped Cavier,#A15056
890,Suede Matte Lip Liner,Life's A Beach,#F3665C
890,Suede Matte Lip Liner,Sao Paulo,#BD5065
890,Suede Matte Lip Liner,Milan,#C2586E
890,Suede Matte Lip Liner,Pink Lust,#DA4076
890,Suede Matte Lip Liner,Aria,#8F2762
890,Suede Matte Lip Liner,Prune,#761D39
890,Suede Matte Lip Liner,Cherry Skies,#8D1E2F
890,Suede Matte Lip Liner,Copenhagen,#6D132C
890,Suede Matte Lip Liner,Alabama,#842D24
890,Suede Matte Lip Liner,Kitten Heels,#AB1F12
890,Suede Matte Lip Liner,Orange County,#EE5F37
890,Suede Matte Lip Liner,Foiled Again,#FF6C4A
890,Suede Matte Lip Liner,Little Denim Dress,#0098CD
890,Suede Matte Lip Liner,Jet Set,#00347F
890,Suede Matte Lip Liner,Foul Mouth,#3A4758
890,Suede Matte Lip Liner,Respect The Pink,#D36997
890,Suede Matte Lip Liner,Sway,#8B5AB5
890,Suede Matte Lip Liner,Run The World,#8E2D8C
890,Suede Matte Lip Liner,Amethyst,#553394
890,Suede Matte Lip Liner,Subversive Socialite,#6B1B4E
890,Suede Matte Lip Liner,"Oh, Put It On",#392A4B
890,Suede Matte Lip Liner,Stockholm,#B5654A
890,Suede Matte Lip Liner,London,#BC7B53
890,Suede Matte Lip Liner,Sandstorm,#A56B57
890,Suede Matte Lip Liner,Soft-Spoken,#A05D4D
890,Suede Matte Lip Liner,Los Angeles,#895150
890,Suede Matte Lip Liner,Vintage,#822D32
890,Suede Matte Lip Liner,Downtown Beauty,#6D4A2E
890,Suede Matte Lip Liner,Maison,#6E3C33
890,Suede Matte Lip Liner,Club Hopper,#5A342B
890,Suede Matte Lip Liner,Brooklyn Thorn,#62473C
890,Suede Matte Lip Liner,Stone Fox,#3C3C3C
890,Suede Matte Lip Liner,Alien,#2E2E2E
889,Slim Lip Pencil,Flower,#E89FB0
889,Slim Lip Pencil,Dolly Pink,#D26987
889,Slim Lip Pencil,Rose,#D87079
889,Slim Lip Pencil,Hot Pink,#F04B76
889,Slim Lip Pencil,Citrine,#CB5E5B
889,Slim Lip Pencil,Sand Pink,#D87683
889,Slim Lip Pencil,Pinky,#CF476B
889,Slim Lip Pencil,Edge Pink,#CA315D
889,Slim Lip Pencil,Fuchsia,#C03E6A
889,Slim Lip Pencil,Bloom,#A9305B
889,Slim Lip Pencil,Purple Rain,#9F366E
889,Slim Lip Pencil,Pale Pink,#CC7C7D
889,Slim Lip Pencil,Mauve,#8E4745
889,Slim Lip Pencil,Ever,#A3432D
889,Slim Lip Pencil,Plum,#8F1C29
889,Slim Lip Pencil,Deep Purple,#790C2B
889,Slim Lip Pencil,Prune,#792139
889,Slim Lip Pencil,Currant,#781833
889,Slim Lip Pencil,Mahogany,#873B3B
889,Slim Lip Pencil,Never,#77393A
889,Slim Lip Pencil,Y2K,#40281E
889,Slim Lip Pencil,Deep Red,#922F10
889,Slim Lip Pencil,Cabaret,#932027
889,Slim Lip Pencil,Auburn,#8B262A
889,Slim Lip Pencil,Burgundy,#902630
889,Slim Lip Pencil,Plush Red,#C13C4D
889,Slim Lip Pencil,Hot Red,#D11C23
889,Slim Lip Pencil,Pumpkin,#C9532F
889,Slim Lip Pencil,Orange,#D6551E
889,Slim Lip Pencil,Tangerine,#DC744D
889,Slim Lip Pencil,Beige,#BC6F55
889,Slim Lip Pencil,Nude Pink,#D07876
889,Slim Lip Pencil,Peekaboo Neutral,#C47266
889,Slim Lip Pencil,Natural,#C57B5E
889,Slim Lip Pencil,Soft Brown,#C17456
889,Slim Lip Pencil,Coffee,#96463F
889,Slim Lip Pencil,Nude Beige,#99624E
889,Slim Lip Pencil,Nude Truffle,#8C5340
889,Slim Lip Pencil,Nutmeg,#874934
889,Slim Lip Pencil,Brown Cafe,#745237
889,Slim Lip Pencil,Brown,#7F4925
889,Slim Lip Pencil,Toast,#85532E
889,Slim Lip Pencil,Cappuccino,#67452C
889,Slim Lip Pencil,Cocoa,#7B412B
889,Slim Lip Pencil,Chestnut,#5E3F23
889,Slim Lip Pencil,Hot Cocoa,#663320
889,Slim Lip Pencil,Espresso,#553327
889,Slim Lip Pencil,Dark Brown,#523C25
889,Slim Lip Pencil,Black Brown,#331C16
889,Slim Lip Pencil,Black Berry,#1C110D
888,Luv Out Loud Liquid Lipstick,Fearless,#8C6989
888,Luv Out Loud Liquid Lipstick,Passionate,#773950
888,Luv Out Loud Liquid Lipstick,Extraordinary,#963673
888,Luv Out Loud Liquid Lipstick,Brave,#543A61
888,Luv Out Loud Liquid Lipstick,Brilliant,#9A5953
888,Luv Out Loud Liquid Lipstick,Confident,#C87F76
886,Simply Pink Lip Cream,Flushed,#FA7B84
886,Simply Pink Lip Cream,Primrose,#F86F9D
886,Simply Pink Lip Cream,First Base,#EA7F9B
886,Simply Pink Lip Cream,French Kiss,#F94E9A
886,Simply Pink Lip Cream,XOXO,#F45863
886,Simply Pink Lip Cream,Enchanted,#FE8483
885,Simply Red Lip Cream,Maraschino,#D43748
885,Simply Red Lip Cream,Candy Apple,#E62E50
885,Simply Red Lip Cream,Russian Roulette,#F2626C
885,Simply Red Lip Cream,Seduction,#FE5A50
885,Simply Red Lip Cream,Leading Lady,#D33556
885,Simply Red Lip Cream,Knock Out,#C4605E
884,Simply Nude Lip Cream,Fairest,#EBA38B
884,Simply Nude Lip Cream,Peaches,#FAA893
884,Simply Nude Lip Cream,Disrobed,#ED9B8F
884,Simply Nude Lip Cream,Sable,#C16E5E
884,Simply Nude Lip Cream,Exposed,#DE9079
884,Simply Nude Lip Cream,Honey,#EAA88E
883,Macaron Lippies,Rose,#F695BE
883,Macaron Lippies,Orange Blossom,#FE9846
883,Macaron Lippies,Citron,#FDBD3F
883,Macaron Lippies,Key Lime,#78D877
883,Macaron Lippies,Pistachio,#53CEBC
883,Macaron Lippies,Blue Velvet,#14A8E6
883,Macaron Lippies,Earl Grey,#76A9D8
883,Macaron Lippies,Lavender,#A89DD9
883,Macaron Lippies,Violet,#B778D1
883,Macaron Lippies,Black Sesame,#BFB8B2
883,Macaron Lippies,Chambord,#181818
883,Macaron Lippies,Coconut,#EDEDED
882,In Your Element Lipstick - Metal,Metallic Gold,#835546
882,In Your Element Lipstick - Metal,Glossy Deep Berry,#7D2C35
882,In Your Element Lipstick - Metal,Metallic Bronze,#604238
881,Whipped Lip & Cheek Soufflé,Pink Cloud,#FF8D97
881,Whipped Lip & Cheek Soufflé,Plush,#FE979B
881,Whipped Lip & Cheek Soufflé,Pink Lace,#FD4899
881,Whipped Lip & Cheek Soufflé,Dark Cloud,#B8135F
881,Whipped Lip & Cheek Soufflé,Berry Tea,#E56270
881,Whipped Lip & Cheek Soufflé,Molten Love,#EC131E
881,Whipped Lip & Cheek Soufflé,Coral-Sicle,#FF9474
881,Whipped Lip & Cheek Soufflé,Cocoa Bean,#E18F77
880,Wicked Lippies,Power,#895762
880,Wicked Lippies,Wrath,#714119
880,Wicked Lippies,Mischievous,#D0AD53
880,Wicked Lippies,Trickery,#494623
880,Wicked Lippies,Risque,#118A77
880,Wicked Lippies,Scandalous,#11AFAE
880,Wicked Lippies,Envy,#0035B8
880,Wicked Lippies,Sinful,#073895
880,Wicked Lippies,Immortal,#6934B8
880,Wicked Lippies,Betrayal,#390C67
880,Wicked Lippies,Cold Hearted,#515151
880,Wicked Lippies,Stone Cold,#DEDEDE
879,Simply Vamp Lip Cream,Bewitching,#863C4D
879,Simply Vamp Lip Cream,Temptress,#49142E
879,Simply Vamp Lip Cream,She Devil,#451D35
879,Simply Vamp Lip Cream,Aphrodisiac,#4F212B
879,Simply Vamp Lip Cream,Covet,#771C21
879,Simply Vamp Lip Cream,Enamored,#412227
878,In Your Element Lipstick - Water,Metallic Violet Black,#382B35
878,In Your Element Lipstick - Water,Matte Nude,#A56856
878,In Your Element Lipstick - Water,Glossy Plum,#552D2D
877,In Your Element Lipstick - Wind,Glossy Nude,#964C41
877,In Your Element Lipstick - Wind,Matte Navy,#303356
877,In Your Element Lipstick - Wind,Metallic Brown,#543435
876,In Your Element Lipstick - Fire,Glossy Black,#1E1E1E
876,In Your Element Lipstick - Fire,Matte Red,#891B28
876,In Your Element Lipstick - Fire,Matte Mauve,#954743
875,In Your Element Lipstick - Air,Glossy Pale Pink,#A1483A
875,In Your Element Lipstick - Air,Matte Rose,#B5595C
875,In Your Element Lipstick - Air,Glossy Peach,#C1573F
874,Jumbo Lip Pencil,Iris,#F6B4C2
874,Jumbo Lip Pencil,Pink Nude,#F3B8A8
874,Jumbo Lip Pencil,Irish Coffee,#FFAB87
874,Jumbo Lip Pencil,Pink Brown,#FFA68B
874,Jumbo Lip Pencil,Honey Nectar,#E47F85
874,Jumbo Lip Pencil,Chaos,#F75C7E
874,Jumbo Lip Pencil,Pecan,#CD737C
874,Jumbo Lip Pencil,Hera,#EF5E97
874,Jumbo Lip Pencil,Burgundy,#8E1B38
874,Jumbo Lip Pencil,Maroon,#91232C
874,Jumbo Lip Pencil,Deep Red,#AA1532
874,Jumbo Lip Pencil,Plush Red,#D41C36
874,Jumbo Lip Pencil,Hot Red,#C02922
874,Jumbo Lip Pencil,Iced Coffee,#D28A72
874,Jumbo Lip Pencil,Rose Brown,#E9B5A7
873,In Your Element Lipstick - Earth,Metallic Copper,#902E2B
873,In Your Element Lipstick - Earth,Glossy Wine,#57273F
873,In Your Element Lipstick - Earth,Matte Warm Brown,#512D2D
872,Butter Lipstick,Summer Fruits,#FD9A95
872,Butter Lipstick,Seashell,#FD9B92
872,Butter Lipstick,Pink Bikini,#FD869A
872,Butter Lipstick,Hot Nights,#FF4F83
872,Butter Lipstick,Snowcone,#FE7295
872,Butter Lipstick,Staycation,#F84656
872,Butter Lipstick,Beach BBQ,#F84563
872,Butter Lipstick,Fruit Punch,#F04B69
872,Butter Lipstick,Sweet Shock,#EA3B96
872,Butter Lipstick,Daydreaming,#B66F99
872,Butter Lipstick,Midnight Swim,#C36A8A
872,Butter Lipstick,Thunderstorm,#8E215A
872,Butter Lipstick,Moonlit Night,#66071D
872,Butter Lipstick,Block Party,#531522
872,Butter Lipstick,Ripe Berry,#A13F3C
872,Butter Lipstick,Root Beer Float,#CE6B65
872,Butter Lipstick,Afternoon Heat,#B90508
872,Butter Lipstick,Lifeguard,#AE2304
872,Butter Lipstick,Fire Brick,#D30A1A
872,Butter Lipstick,Firecracker,#EF2438
872,Butter Lipstick,Heat Wave,#F32637
872,Butter Lipstick,Scorching Sun,#F72E12
872,Butter Lipstick,Neon Lights,#FC4130
872,Butter Lipstick,Bonfire,#FF421C
872,Butter Lipstick,Shooting Star,#FF9065
872,Butter Lipstick,Easy Livin,#FE8C72
872,Butter Lipstick,West Coast,#FF9387
872,Butter Lipstick,Sandy Kiss,#FF9D84
872,Butter Lipstick,Snack Shack,#C5735D
872,Butter Lipstick,Sandcastle,#FEA07C
872,Butter Lipstick,Smormellow,#FDB494
872,Butter Lipstick,Boardwalk,#F59E83
872,Butter Lipstick,Tan Lines,#C37E61
872,Butter Lipstick,Vacation Spot,#895B41
871,Extra Creamy Round Lipstick,Milan,#CD787B
871,Extra Creamy Round Lipstick,Athena,#F3CFCF
871,Extra Creamy Round Lipstick,Baby Pink,#F2D0E0
871,Extra Creamy Round Lipstick,Sash,#F7D0C9
871,Extra Creamy Round Lipstick,Harmonica,#FBCDD0
871,Extra Creamy Round Lipstick,Marrakesh Pink,#FFC5B9
871,Extra Creamy Round Lipstick,Strawberry Milk,#F7C9CB
871,Extra Creamy Round Lipstick,Jupiter,#F9C3C1
871,Extra Creamy Round Lipstick,Gala,#F9CABA
871,Extra Creamy Round Lipstick,Narcissus,#FFBFCD
871,Extra Creamy Round Lipstick,Lip Du Jour,#F5C3C6
871,Extra Creamy Round Lipstick,Paris,#FF7C86
871,Extra Creamy Round Lipstick,Sky Pink,#FEBDC1
871,Extra Creamy Round Lipstick,Rose Bud,#FD9CA7
871,Extra Creamy Round Lipstick,Flower,#FD93A9
871,Extra Creamy Round Lipstick,Vitamin,#F9AC9C
871,Extra Creamy Round Lipstick,Indian Pink,#FC978D
871,Extra Creamy Round Lipstick,Chic,#FAA19D
871,Extra Creamy Round Lipstick,Stella,#FDA09B
871,Extra Creamy Round Lipstick,Margarita,#FD9491
871,Extra Creamy Round Lipstick,Paparazzi,#F1757F
871,Extra Creamy Round Lipstick,Pink Lyric,#FF5E8F
871,Extra Creamy Round Lipstick,Hot Pink,#FF4986
871,Extra Creamy Round Lipstick,Christie,#F7BAC1
871,Extra Creamy Round Lipstick,Rose Bouquet,#FD829E
871,Extra Creamy Round Lipstick,Gem,#D3748C
871,Extra Creamy Round Lipstick,Watermelon,#FDA290
871,Extra Creamy Round Lipstick,Blush,#E37880
871,Extra Creamy Round Lipstick,Fig,#E36974
871,Extra Creamy Round Lipstick,Tea Rose,#E07C7C
871,Extra Creamy Round Lipstick,Louisiana,#FF607C
871,Extra Creamy Round Lipstick,Spell Bound,#FB5468
871,Extra Creamy Round Lipstick,Gardenia,#FB7D92
871,Extra Creamy Round Lipstick,Haute Couture,#EA6C82
871,Extra Creamy Round Lipstick,Shiva,#F26198
871,Extra Creamy Round Lipstick,Eucalyptus,#F66493
871,Extra Creamy Round Lipstick,Chloe,#F8639D
871,Extra Creamy Round Lipstick,Fusion,#ED6FAE
871,Extra Creamy Round Lipstick,Peach,#DA7C7C
871,Extra Creamy Round Lipstick,Minimalism,#CA787A
871,Extra Creamy Round Lipstick,Heather,#F09292
871,Extra Creamy Round Lipstick,Doll,#DC6271
871,Extra Creamy Round Lipstick,Thalia,#C78376
871,Extra Creamy Round Lipstick,Perfect,#C88471
871,Extra Creamy Round Lipstick,B52,#D2736F
871,Extra Creamy Round Lipstick,Lala,#BF6E7F
871,Extra Creamy Round Lipstick,Power,#C3A4B6
871,Extra Creamy Round Lipstick,Castle,#E2AED4
871,Extra Creamy Round Lipstick,Pandora,#CE86B6
871,Extra Creamy Round Lipstick,Violet Ray,#C14E6D
871,Extra Creamy Round Lipstick,Medusa,#AD4B72
871,Extra Creamy Round Lipstick,Bruised,#4D182A
871,Extra Creamy Round Lipstick,Hestia,#891A0F
871,Extra Creamy Round Lipstick,Hero,#9D181D
871,Extra Creamy Round Lipstick,Black Cherry,#7B1427
871,Extra Creamy Round Lipstick,Hope,#DF726F
871,Extra Creamy Round Lipstick,Topaz,#EC8681
871,Extra Creamy Round Lipstick,Hebe,#F25C67
871,Extra Creamy Round Lipstick,Snow White,#BF1F11
871,Extra Creamy Round Lipstick,Electra,#D40F18
871,Extra Creamy Round Lipstick,Chaos,#D50326
871,Extra Creamy Round Lipstick,Chic Red,#E70F50
871,Extra Creamy Round Lipstick,Fire,#F1232D
871,Extra Creamy Round Lipstick,Eros,#EF1C07
871,Extra Creamy Round Lipstick,Rose,#FE7C84
871,Extra Creamy Round Lipstick,NYX,#FFA181
871,Extra Creamy Round Lipstick,Haute Melon,#FF5B38
871,Extra Creamy Round Lipstick,Femme,#FD5A49
871,Extra Creamy Round Lipstick,Peach Bellini,#FC927C
871,Extra Creamy Round Lipstick,Orange Soda,#FEAE89
871,Extra Creamy Round Lipstick,Pure Nude,#E89D7E
871,Extra Creamy Round Lipstick,Pumpkin Pie,#D49377
871,Extra Creamy Round Lipstick,Iris,#F9C2AE
871,Extra Creamy Round Lipstick,Uberchic,#F2E2C0
871,Extra Creamy Round Lipstick,Frosted Flakes,#F0D9BA
871,Extra Creamy Round Lipstick,Echo,#DEA588
871,Extra Creamy Round Lipstick,Circe,#E2A589
871,Extra Creamy Round Lipstick,Honey,#E0A789
871,Extra Creamy Round Lipstick,Galaxy,#D2B4AA
871,Extra Creamy Round Lipstick,Rea,#D39E7F
871,Extra Creamy Round Lipstick,Summer Love,#FDC0AD
871,Extra Creamy Round Lipstick,Darling,#F69D99
871,Extra Creamy Round Lipstick,Frappucino,#D3856F
871,Extra Creamy Round Lipstick,Heredes,#CE7A62
871,Extra Creamy Round Lipstick,Mars,#CE886F
871,Extra Creamy Round Lipstick,Cocoa,#CB7C6B
870,Matte Lipstick,Hippie Chic,#FFAAA1
870,Matte Lipstick,Pale Pink,#FFB1B1
870,Matte Lipstick,Audrey,#FF96A6
870,Matte Lipstick,Summer Breeze,#FF93B9
870,Matte Lipstick,Girl Crush,#FF73A3
870,Matte Lipstick,Shocking Pink,#FF7CC4
870,Matte Lipstick,Sweet Pink,#FE73AE
870,Matte Lipstick,Zen Orchid,#B97BBE
870,Matte Lipstick,Ultra Dare,#737E82
870,Matte Lipstick,Haze,#7B7B7B
870,Matte Lipstick,Up The Bass,#7E5F71
870,Matte Lipstick,Dark Era,#7D2D30
870,Matte Lipstick,Aria,#882A5E
870,Matte Lipstick,Siren,#802A35
870,Matte Lipstick,Goal Digger,#573438
870,Matte Lipstick,Honeymoon,#B67B6D
870,Matte Lipstick,Tea Rose,#F48898
870,Matte Lipstick,Natural,#ED8D99
870,Matte Lipstick,Whipped Caviar,#F497A2
870,Matte Lipstick,Euro Trash,#FDA099
870,Matte Lipstick,Sierra,#FB6E64
870,Matte Lipstick,Strawberry Daiquiri,#FF8883
870,Matte Lipstick,Crazed,#94382D
870,Matte Lipstick,Angel,#FF7D93
870,Matte Lipstick,Merlot,#E75268
870,Matte Lipstick,Alabama,#DC453A
870,Matte Lipstick,Eden,#F43847
870,Matte Lipstick,Bloody Mary,#FD4068
870,Matte Lipstick,Perfect Red,#E92A2F
870,Matte Lipstick,Pure Red,#FF3F4C
870,Matte Lipstick,Street Cred,#F78493
870,Matte Lipstick,Crave,#FF5864
870,Matte Lipstick,Indie Flick,#FF584C
870,Matte Lipstick,Nude,#FEB19F
870,Matte Lipstick,Spirit,#FFB0A6
870,Matte Lipstick,Temptress,#FFAAA3
870,Matte Lipstick,Couture,#FFB0AC
870,Matte Lipstick,Forbidden,#FDB79E
870,Matte Lipstick,Daydream,#FFA899
870,Matte Lipstick,Shy,#FBBC9D
870,Matte Lipstick,Bare With Me,#EEA690
870,Matte Lipstick,Minx,#AA8771
870,Matte Lipstick,Butter,#DCAF98
870,Matte Lipstick,Sable,#E7B092
870,Matte Lipstick,Maison,#B27A61
869,Pro Lip Cream Palette,The Nudes,#B76C4C
869,Pro Lip Cream Palette,The Pinks,#CD5C56
869,Pro Lip Cream Palette,The Reds,#C21A17
869,Pro Lip Cream Palette,The Plums,#99242C
868,Full Throttle Lipstick,Lethal Kiss,#F84B8B
868,Full Throttle Lipstick,Trickster,#BA5591
868,Full Throttle Lipstick,Locked,#9D2D43
868,Full Throttle Lipstick,Loaded,#753529
868,Full Throttle Lipstick,Night Crawler,#6D2F46
868,Full Throttle Lipstick,Con Artist,#87372E
868,Full Throttle Lipstick,Up The Bass,#C1120D
868,Full Throttle Lipstick,Sandman,#9B3C2A
868,Full Throttle Lipstick,Firestorm,#DE3228
868,Full Throttle Lipstick,Jolt,#EC5039
868,Full Throttle Lipstick,Sidekick,#E89782
868,Full Throttle Lipstick,Kiss The Dust,#BB745E
867,Plush Gel Lipstick,Nude Beach,#D39483
867,Plush Gel Lipstick,Dime Piece,#E5898A
867,Plush Gel Lipstick,Air Blossom,#FF739D
867,Plush Gel Lipstick,Azalea,#FB4C9B
867,Plush Gel Lipstick,Fizzy Berries,#DE4A84
867,Plush Gel Lipstick,Karma Kiss,#E62D57
867,Plush Gel Lipstick,Sharp Femme,#D52A3D
867,Plush Gel Lipstick,Sacred Mix,#B1223E
867,Plush Gel Lipstick,Pastel Dust,#FE987F
867,Plush Gel Lipstick,Foxy Love,#FF6541
867,Plush Gel Lipstick,Coral Mist,#FE6D5C
867,Plush Gel Lipstick,Breakup,#A9655C
866,Velvet Matte Lipstick,Effervescent,#EC737C
866,Velvet Matte Lipstick,Miami Nights,#FD227E
866,Velvet Matte Lipstick,Unicorn Fur,#DB5DA6
866,Velvet Matte Lipstick,Disorderly,#66459C
866,Velvet Matte Lipstick,Violet Voltage,#894193
866,Velvet Matte Lipstick,Midnight Muse,#272B58
866,Velvet Matte Lipstick,Volcano,#8F323D
866,Velvet Matte Lipstick,Blood Love,#C42627
866,Velvet Matte Lipstick,Beach Casual,#C69078
866,Velvet Matte Lipstick,Soft Femme,#B06C6D
866,Velvet Matte Lipstick,Charmed,#AB5C58
866,Velvet Matte Lipstick,Duchess,#9C656A
865,Turnt Up! Lipstick,French Kiss,#FEA3A0
865,Turnt Up! Lipstick,Pink Lady,#FF9B8F
865,Turnt Up! Lipstick,Beam,#FE958F
865,Turnt Up! Lipstick,Rags To Riches,#FF5555
865,Turnt Up! Lipstick,Tiara,#FE9288
865,Turnt Up! Lipstick,Sweet 16,#FF888C
865,Turnt Up! Lipstick,Privileged,#FE6695
865,Turnt Up! Lipstick,Flutter Kisses,#DB8880
865,Turnt Up! Lipstick,Playdate,#CA94C5
865,Turnt Up! Lipstick,Twisted,#A75BA5
865,Turnt Up! Lipstick,Wine & Dine,#980A30
865,Turnt Up! Lipstick,Feline,#85242B
865,Turnt Up! Lipstick,Dahlia,#3E1213
865,Turnt Up! Lipstick,Burlesque,#9F0B0B
865,Turnt Up! Lipstick,Hollywood,#CC0607
865,Turnt Up! Lipstick,Rock Star,#EE2E2B
865,Turnt Up! Lipstick,Free Spirit,#FE623A
865,Turnt Up! Lipstick,Tan-Gerine,#FFAC8E
865,Turnt Up! Lipstick,Mirage,#FFBB9E
865,Turnt Up! Lipstick,Flawless,#F1B18E
865,Turnt Up! Lipstick,Stone,#ECAC91
865,Turnt Up! Lipstick,Dirty Talk,#8A4830
864,Pin-Up Pout Lipstick,Darling,#D8687E
864,Pin-Up Pout Lipstick,Opinionated,#DF5866
864,Pin-Up Pout Lipstick,Dance Party,#F25491
